text,sentiment
steamed fish w/ oyster sauce,neutral
_anderson hehe fun tweet !,positive
miss standing next you...,negative
mosquito truck waking,negative
"right! action! grab shower, grab camera and, think, walk sunshine along canal. later, good tweeple",positive
say nicest things.,positive
i`m sooo hyper! don`t even know why! hahahahaha!,neutral
mailbox already 2 hour,neutral
spoke club - fell love tom arnold (not rosie`**** definitely different)... lucky moi,positive
"message posted hellotxt facebook fan page hellotxt, check",neutral
"haven`t read book, heard it. feed, spay, love great motto pet owner although involved",positive
"loving music , good recommendation someone know stuff",positive
man cant go sunday cause im helping day piano recital. suck,negative
"back school again. almost weekend. oh wait, gotta work eight four tonight",neutral
"trying learn oral exam, i`m distracted",negative
never answer me.. wath say,negative
**** hard right now...this annoying,negative
heard regina girl song @ le deux! think u should/have 2 come back 2 mc! miss u,negative
lmao! listening great bob marley! wow awesome,positive
marlees doc appointment poor babygirl get shot,negative
lil sad bc wont able toeat hot dog big kahuna cookie sandwich ranger game tonight!,negative
hip hop alive & well nashville tn!,neutral
"good night all, 15 mile trail 7 peek climb morning, fun time ahead",positive
course im almost traffic,neutral
"anxiously awaiting rockets-lakers game ... yes, finally got tix game 3 & 4 .... yeahhhhh",positive
ever restaurant 200 item menu? lunch decision shouldn`t hard,negative
"_d can`t view anything, gerald. banned, can`t even read **** place.",negative
_argie yes,neutral
wendy going all. wish were!!!,negative
"every time succeed code, get 'we`re sorry. credit card declined time.'",negative
found none,neutral
"bored gonna go carnival get day pa tomorrow. excited that, bored today.",negative
wet dirty one,negative
work go,neutral
"oh no, you`re gonna break w/your ups guy move",negative
bummed can`t go open house today. dd woke stomach bug. blech. y`all fun!,neutral
haha did! many time before!,neutral
feeling giddy wanna go home.,negative
interesting combination great one ;),positive
__ that`s good! hope get better soon good luck exams!,neutral
aw couldn`t see robert practice. make sad,negative
got brainbone daily question right! -,neutral
"goood dayy beeen shopping, didn`t get wanted though best friend comeeee homeeee!! xd ily shannii x",positive
noones talking anymore,neutral
"oh here, can`t believe killed off! hate stringer now!",negative
"yay , may watch requiem breakfast!",neutral
"may work saturday want rewrite properly weekend, bos may say get working now.",neutral
got 3rd tattoo owwwwwww lol,neutral
really lookin forward monday bak college,negative
i`m still thinking ... idk,neutral
lol! hate happens!! hyped know it! lunch sound nice..hope nice time.,neutral
last day sign gocincinnati! www.crossroads.net/gocincinnati sign group.. going awesome,positive
"yeah, mine said 'that`s nice picture' & gave red x! hope get working soon!",positive
oh gosh! hair short! miss long hair!,negative
_26 wish take care,positive
second song coming along nicley,positive
doin fine relaxin work... hardly working,positive
thanks. sadly streamline top ii sold out. streamline trunk ii available size get halfway.,neutral
cat!!,neutral
excited empty apartment little,neutral
want u know don`t like u hun j/p u know go back,negative
way home n 2 deal w underage girl drinking gin da bus talking bout keggers......**** feel old,negative
: really adore k-popped site ! haha,positive
still sick home,negative
glad trudged first 60 page anathem. pg340...it`s long time since wanted call sick read,positive
bed good last saturday ec. i`m gonna miss place can`t wait til summer,negative
good morning guys! experimental chemistry test morning :s wish luck!,positive
"made breakfast bf; went sears pa driver test! stayed minh lil, sauna&spa aunt, uncle & mom; finally home",neutral
"thanks, u 2!!! idk im going not... don`t feel like getting dress hair!!! lol",neutral
"yeah, i`m excited.",positive
checked bank balance. spend like millionaire despite fact nowhere near rich one.,neutral
fun ate mas.thanks!! good luck w/ ur showing tomorrow.,negative
tired. climb bed fall asleep. hope weekend fun... couple week left,positive
well making dinner making dinner wet hair!,neutral
"thanks trying hoping bud trillin, fest would honored guest hobnobbed.",positive
surfing web...,neutral
yea nice! im weekend!,positive
_trees true. that`s kind style isn`**** less 'old chap' ;-),neutral
give hater hug ? would that? don`t like mwean people,negative
cant believe er,neutral
darn open source software it`s security hole,neutral
"it, nathan sense tingling.",neutral
_sian lol. don`t benefit sky+ hubbie watching sit thru it.,neutral
mayyyybe,neutral
see 5 face thing. ****,neutral
"awww that`s fun, take something?",negative
"feel like ive done london marathon, ach",negative
"many germn rodrguez`s results. one you? mean, look like profile picture?",neutral
what`s up!!?,neutral
agree. danced dad 'kind & generous' wedding. huge fan.,positive
great person.,positive
_xo oh know brody erin,neutral
"didn`t know folk there, sorry.",negative
sexxxxxxxy silly weekend bff =p fun times! haha,positive
whaaaat house? you`ve working hard it!,negative
tom back town,neutral
"yup, everything`s there.",neutral
i`m medal drivin` home 3 hours!,neutral
"finally home, fed ready go bed 2:45am. that`s gotta record",positive
what`s wrong debbie?,negative
"pause tv, i`m 10 minute behind bgt",neutral
"aww, sunshine life bob larry sing 70s. make think <3",positive
thought rubbish twin cute tho!,neutral
what?! wanting see show!!,negative
hate make feel. can`t control leg 2nite & much pain - it`s driving crazy anyone else get moments?!!,negative
hahahahahahahahahah! tickled much!,positive
_josa exciting!!! looking forward pic facebook ****,positive
want soldier come home don`t hear anymore killed.,positive
still don`t internet @ home ****,negative
read mcdonald`s actually running ad economic slowdown. great. i`m lovin it.,positive
fuccin bacc hurt now. dragged long blocc piece wood. corner garage.,negative
oh ****. really suck,negative
car possessed won`t stop honking,negative
"going bed. today another good, uneventful day.",positive
new song cobra starship amazing!!,positive
"bahaha, bof? you`ve gotta get life... although can`t say much obsession miley cyrus.. i`ve gotta get life",positive
nice time juno,positive
"awake still o_o, breeding perfect close perfect iv pikachu don`t know means? google wait article",neutral
saw favorite surprisingly way sad,negative
cool class offered summer? boo.,neutral
"actually, web work fine. tweetdeck keep crashing i`m nj today avoiding nascar",neutral
it`s depressing,negative
happy mother`s day wonderful moms!,positive
"one looking (and don`t know yet, follow anyways, good guy)",positive
"ha think got like two hour sleep last night early start tomorrow, chillin sleep needed!",positive
"miss place, miss wegmans even more. whole food != wegmans",negative
dad mum heading way normally jump middle thash bit cat chasing dream,neutral
don`t think i`m going camping,negative
right on! i`m 29 myself... turn 30 october. think pretty much make u awesome,positive
"im work , miss home, news?",negative
"hmm.. didn`t get dm, sure didn`t go someone else?",neutral
_mom maybe people would start looking us... like 'where`s waldo' 'where`s ckc'?,neutral
maybe good night`s sleep everyone?,positive
_staack pfft ... dont gut .. tell say fundraiser like .. pfft,neutral
more.,negative
new camera... ... rip hot pink polaroid i733,negative
aww that`s horrible! xd,negative
wah. i`m gonna miss bowie people esp alyanna bondoc <3 cesar. d:< dunno survive without sosa!,negative
enjoyed see`n everyone last night! even tho really bad night financially... cant wait kick @ drive -ins!,neutral
watchin hollyoaks...poor justin!,negative
"copy shipped friday, show today, i`ll tune in.",neutral
fixed favourites. $180 heel fell 4 wear,positive
"pretty much, thanks. seeing little gilbert & sullivan cheer more.",positive
working today tomorrow dan`s party! yay!,positive
thank xo,positive
"welcome aboard 5 new follower thanks, i`m honored.",positive
going sunnybank,neutral
"laughed much today picture lauren, chest hurts.",negative
"lot catch weekend! bhr host busy, busy, busy",neutral
i`m trying really hard hate you.,negative
"flu allergy??? ... doesn`t matter, try squeeze sundayyyy",negative
let get rich give everyone nice sweater teach dance...,positive
"_morris congratulations! milestone girls! i`m almost five months, one though rock!",positive
lapit na ko magout. lapit na fated love you.hehe,neutral
_go sure ?,neutral
sike sike call truce???????????????? u still **** ppl still gonna air u tho,negative
- precise weather report,positive
bbq... yum im full,positive
need increase salary,neutral
"i`m good, thanks. hope you`re enjoying weekend!",positive
sad didn`t day hello,negative
star trek sooooo awesome!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!spock kirk hillarious!!! im seeing again. sooon.,positive
damnit day 26 northpark mall..i use live near someone steal mike meeee!,negative
happy monday!! hope great week!,positive
"played game , yeahhhhh lost i`m inlove ughh....really cause i`m fool.",negative
yep! here`s pic kid standing puffy taco. - photo:,neutral
waiting denver game come on.. dont think gonna win lakers suck lol :p.... come denver!!,neutral
sentiment exactly,neutral
supposed back sun (via private jet btw#!:o) mite hav stay bymyself (thnk god) another week & want bruno!,neutral
vice president social cultural affair southwestern college,neutral
well.. saw dead zone first time. good tv show. back,neutral
ready waiting donnie love,positive
absolutely nothing eat house... epic fail,negative
"nope, tomorrow i`m tired need bed",negative
gonna knit felted heart toy mum mother day. she`s great (not really) love anything give luv ya mummy,positive
